product_id,product_name,category,subcategory,brand,unit_price,cost_price,weight_lbs,launch_date,status
PROD_000226,Re-contextualized secondary productivity Probably,Beauty,Beauty_2,BrandF,103.02,61.81,10.02,2022-01-19,Active
PROD_000227,Self-enabling foreground collaboration Less,Automotive,Automotive_1,BrandE,253.71,152.23,18.91,2020-10-10,Active
PROD_000228,Organic responsive framework Style,Sports,Sports_1,BrandD,295.84,177.5,1.11,2021-10-22,Active
PROD_000229,Centralized heuristic middleware Back,Automotive,Automotive_1,BrandE,272.98,163.79,8.68,2021-12-27,Active
PROD_000230,Organized 5thgeneration approach Home,Beauty,Beauty_4,BrandG,189.31,113.59,1.12,2024-08-05,Discontinued
PROD_000231,Compatible secondary array Possible,Beauty,Beauty_5,BrandE,46.03,27.62,9.06,2023-05-29,Active
PROD_000232,Networked maximized paradigm Once,Clothing,Clothing_4,BrandC,487.79,292.67,7.53,2025-03-17,Active
PROD_000233,User-centric 6thgeneration knowledge user When,Beauty,Beauty_5,BrandC,107.54,64.52,8.09,2024-06-26,Active
PROD_000234,Streamlined content-based Graphic Interface Point,Electronics,Electronics_3,BrandA,77.15,46.29,16.1,2022-10-24,Active
PROD_000235,Distributed analyzing knowledge user Board,Home & Garden,Home & Garden_5,BrandC,170.7,102.42,6.44,2024-06-28,Active
PROD_000236,Mandatory transitional artificial intelligence Mother,Books,Books_5,BrandF,258.58,155.15,10.69,2023-09-01,Active
PROD_000237,Balanced dynamic strategy Left,Automotive,Automotive_1,BrandA,190.5,114.3,19.6,2025-05-23,Active
PROD_000238,Progressive multi-state pricing structure Cold,Electronics,Electronics_5,BrandH,140.11,84.07,11.59,2022-04-03,Active
PROD_000239,Horizontal human-resource installation Stage,Automotive,Automotive_5,BrandC,266.87,160.12,15.51,2022-02-16,Active
PROD_000240,Right-sized actuating utilization Program,Home & Garden,Home & Garden_1,BrandD,25.47,15.28,3.9,2023-09-03,Active
PROD_000241,Cloned full-range attitude Open,Beauty,Beauty_2,BrandG,84.2,50.52,8.27,2023-10-30,Active
PROD_000242,Horizontal eco-centric success Together,Electronics,Electronics_5,BrandC,264.15,158.49,6.57,2023-09-20,Active
PROD_000243,Robust coherent groupware Beat,Toys,Toys_4,BrandF,478.78,287.27,18.25,2023-05-08,Active
PROD_000244,Digitized grid-enabled function Reality,Beauty,Beauty_2,BrandE,308.94,185.36,19.15,2023-12-06,Active
PROD_000245,Object-based clear-thinking policy Section,Books,Books_3,BrandD,471.33,282.8,15.45,2025-02-15,Discontinued
PROD_000246,Integrated next generation implementation Question,Automotive,Automotive_5,BrandF,245.1,147.06,18.68,2024-05-24,Active
PROD_000247,De-engineered static standardization Them,Books,Books_5,BrandB,291.0,174.6,7.66,2025-03-04,Active
PROD_000248,Synergized multi-tasking array Race,Beauty,Beauty_3,BrandC,152.32,91.39,19.11,2023-10-15,Active
PROD_000249,Profound high-level adapter Him,Beauty,Beauty_4,BrandH,331.43,198.86,4.36,2021-12-24,Active
PROD_000250,Extended global throughput Mention,Books,Books_5,BrandC,63.52,38.11,4.86,2021-05-24,Active
PROD_000251,Devolved coherent archive Find,Sports,Sports_4,BrandD,35.72,21.43,6.67,2024-08-28,Active
PROD_000252,Cross-platform motivating throughput Notice,Clothing,Clothing_5,BrandC,12.54,7.52,19.56,2024-08-11,Discontinued
PROD_000253,Progressive 5thgeneration protocol Great,Toys,Toys_2,BrandH,243.95,146.37,15.14,2024-10-26,Active
PROD_000254,Secured clear-thinking policy However,Beauty,Beauty_1,BrandE,326.49,195.89,13.08,2021-03-16,Discontinued
PROD_000255,Enterprise-wide system-worthy throughput Probably,Electronics,Electronics_2,BrandC,214.76,128.86,18.69,2024-06-25,Active
PROD_000256,Down-sized uniform intranet Animal,Toys,Toys_3,BrandH,101.29,60.78,17.55,2022-06-28,Active
PROD_000257,Synergistic uniform encoding Life,Books,Books_3,BrandB,464.94,278.97,5.76,2023-06-28,Active
PROD_000258,Versatile value-added toolset List,Home & Garden,Home & Garden_1,BrandH,143.69,86.21,6.68,2021-08-09,Active
PROD_000259,Front-line fault-tolerant workforce Still,Books,Books_3,BrandC,16.9,10.14,15.84,2022-10-12,Discontinued
PROD_000260,Ergonomic holistic service-desk Your,Home & Garden,Home & Garden_5,BrandG,415.23,249.14,6.63,2023-04-16,Active
PROD_000261,Organic maximized throughput Father,Clothing,Clothing_4,BrandC,491.03,294.62,6.54,2024-04-29,Discontinued
PROD_000262,Profit-focused multi-tasking instruction set Color,Electronics,Electronics_4,BrandE,197.95,118.77,15.1,2024-07-09,Active
PROD_000263,Robust client-driven extranet Area,Books,Books_3,BrandA,138.16,82.9,13.89,2023-08-23,Active
PROD_000264,Multi-layered neutral benchmark Seek,Clothing,Clothing_4,BrandH,160.34,96.2,13.75,2024-08-31,Active
PROD_000265,Decentralized executive artificial intelligence Source,Clothing,Clothing_2,BrandE,190.1,114.06,4.46,2021-03-27,Discontinued
PROD_000266,Organized multimedia circuit Then,Automotive,Automotive_5,BrandC,232.94,139.76,7.54,2022-08-16,Active
PROD_000267,Face-to-face local hardware Wonder,Sports,Sports_5,BrandD,343.37,206.02,17.48,2020-07-26,Active
PROD_000268,Business-focused hybrid middleware Hour,Automotive,Automotive_5,BrandF,48.27,28.96,2.33,2021-08-12,Discontinued
PROD_000269,Configurable holistic definition Ahead,Home & Garden,Home & Garden_5,BrandC,170.78,102.47,8.89,2022-01-11,Discontinued
PROD_000270,Cross-platform transitional projection Government,Automotive,Automotive_4,BrandB,450.46,270.27,16.19,2024-05-23,Active
PROD_000271,Devolved 5thgeneration forecast Whose,Home & Garden,Home & Garden_1,BrandG,233.83,140.3,11.22,2024-08-01,Active
PROD_000272,Total client-driven task-force Season,Electronics,Electronics_1,BrandG,134.68,80.81,14.94,2022-10-13,Active
PROD_000273,Seamless 24hour artificial intelligence After,Electronics,Electronics_1,BrandG,178.82,107.29,10.87,2021-09-18,Active
PROD_000274,Distributed neutral superstructure Politics,Clothing,Clothing_4,BrandH,25.55,15.33,3.68,2023-01-28,Discontinued
PROD_000275,Customizable zero-defect forecast Economy,Toys,Toys_4,BrandF,496.5,297.9,9.03,2021-12-10,Active
PROD_000276,Business-focused disintermediate instruction set Purpose,Toys,Toys_5,BrandB,344.54,206.72,2.75,2024-05-28,Active
PROD_000277,Persevering asymmetric budgetary management Think,Clothing,Clothing_4,BrandC,496.49,297.9,10.62,2024-12-17,Discontinued
PROD_000278,Right-sized national adapter Project,Electronics,Electronics_4,BrandA,489.46,293.68,13.5,2023-01-05,Active
PROD_000279,Front-line transitional circuit Film,Toys,Toys_3,BrandD,131.28,78.77,3.19,2022-08-01,Discontinued
PROD_000280,Seamless heuristic encoding Own,Clothing,Clothing_4,BrandA,406.64,243.99,12.34,2022-07-09,Active
PROD_000281,Synchronized static artificial intelligence Need,Sports,Sports_5,BrandD,42.97,25.78,0.77,2025-04-23,Active
PROD_000282,Cloned multi-tasking moratorium Movement,Sports,Sports_2,BrandA,207.11,124.27,10.84,2024-05-14,Active
PROD_000283,Profit-focused neutral adapter In,Home & Garden,Home & Garden_5,BrandE,124.74,74.84,6.45,2024-10-20,Active
PROD_000284,Balanced scalable info-mediaries Hour,Sports,Sports_5,BrandE,439.37,263.62,4.5,2021-09-14,Active
PROD_000285,Ameliorated heuristic toolset Author,Books,Books_5,BrandA,282.79,169.68,17.61,2022-02-27,Discontinued
PROD_000286,Upgradable stable product Body,Toys,Toys_3,BrandH,32.97,19.78,18.84,2024-04-17,Active
PROD_000287,User-centric web-enabled groupware Cell,Beauty,Beauty_3,BrandG,210.05,126.03,7.59,2020-08-28,Active
PROD_000288,Quality-focused global project Continue,Sports,Sports_2,BrandD,157.36,94.42,16.13,2024-08-03,Active
PROD_000289,Synergized maximized standardization Measure,Toys,Toys_2,BrandG,283.07,169.84,7.83,2023-08-06,Active
PROD_000290,Devolved asymmetric structure Stand,Sports,Sports_4,BrandF,326.89,196.13,16.96,2025-02-25,Active
PROD_000291,Automated explicit customer loyalty Animal,Sports,Sports_5,BrandA,141.55,84.93,12.1,2024-05-23,Active
PROD_000292,Balanced foreground function Myself,Sports,Sports_3,BrandD,244.9,146.94,6.13,2022-06-05,Active
PROD_000293,Quality-focused methodical extranet Although,Sports,Sports_1,BrandD,481.42,288.85,14.96,2024-03-15,Active
PROD_000294,Ergonomic executive help-desk Training,Sports,Sports_2,BrandD,204.35,122.61,11.09,2024-05-04,Active
PROD_000295,Streamlined full-range flexibility Capital,Toys,Toys_3,BrandH,271.49,162.89,6.24,2024-06-07,Active
PROD_000296,Optional impactful synergy Less,Automotive,Automotive_4,BrandH,58.32,34.99,15.26,2024-11-28,Active
PROD_000297,Networked global contingency Model,Sports,Sports_1,BrandF,163.33,98.0,11.29,2023-11-24,Discontinued
PROD_000298,Multi-layered multi-state flexibility Suddenly,Home & Garden,Home & Garden_5,BrandA,137.78,82.67,11.62,2020-11-05,Active
PROD_000299,Optimized attitude-oriented Internet solution Play,Books,Books_2,BrandC,106.13,63.68,7.66,2025-05-31,Discontinued
PROD_000300,Enterprise-wide needs-based frame Full,Automotive,Automotive_4,BrandF,136.09,81.65,19.33,2020-12-12,Active
PROD_000301,Inverse stable frame Follow,Automotive,Automotive_3,BrandC,369.06,221.44,3.47,2022-08-31,Active
PROD_000302,Universal interactive concept Road,Home & Garden,Home & Garden_1,BrandA,266.73,160.04,18.91,2022-08-28,Active
PROD_000303,Organized 6thgeneration superstructure True,Electronics,Electronics_2,BrandG,77.37,46.42,1.45,2024-12-29,Discontinued
PROD_000304,Seamless intermediate focus group Purpose,Electronics,Electronics_3,BrandD,257.81,154.69,1.3,2025-05-03,Active
PROD_000305,Centralized asynchronous secured line Public,Automotive,Automotive_5,BrandA,13.24,7.94,8.29,2022-06-20,Active
PROD_000306,Profound value-added service-desk Collection,Books,Books_4,BrandE,18.4,11.04,16.14,2025-03-14,Discontinued
PROD_000307,Digitized real-time service-desk Station,Clothing,Clothing_2,BrandB,266.95,160.17,3.92,2022-08-17,Active
PROD_000308,De-engineered asymmetric encoding Start,Beauty,Beauty_1,BrandE,399.52,239.71,7.52,2023-08-30,Active
PROD_000309,Multi-lateral human-resource open system Alone,Automotive,Automotive_2,BrandD,495.21,297.13,6.07,2023-06-18,Active
PROD_000310,Synergistic local hub Hot,Electronics,Electronics_4,BrandB,208.59,125.15,11.1,2022-08-28,Active
PROD_000311,Compatible object-oriented challenge Next,Electronics,Electronics_4,BrandC,50.52,30.31,12.93,2022-04-09,Active
PROD_000312,Intuitive solution-oriented focus group Enjoy,Clothing,Clothing_5,BrandA,122.59,73.55,9.56,2025-03-28,Active
PROD_000313,Assimilated user-facing contingency Money,Clothing,Clothing_5,BrandE,450.66,270.4,13.2,2023-01-09,Discontinued
PROD_000314,Realigned bottom-line firmware Stage,Beauty,Beauty_5,BrandA,481.12,288.67,2.97,2021-09-26,Active
PROD_000315,Organized didactic pricing structure Feeling,Clothing,Clothing_2,BrandE,89.6,53.76,11.38,2023-11-27,Active
PROD_000316,Pre-emptive dedicated capability Central,Beauty,Beauty_2,BrandG,380.25,228.15,15.83,2024-09-13,Active
PROD_000317,Organized context-sensitive structure Light,Beauty,Beauty_2,BrandA,57.87,34.72,16.79,2025-06-03,Active
PROD_000318,Synergized foreground secured line Hand,Toys,Toys_3,BrandF,24.52,14.71,15.69,2023-12-26,Active
PROD_000319,Reactive needs-based frame Vote,Automotive,Automotive_4,BrandD,184.35,110.61,8.69,2021-12-08,Active
PROD_000320,Diverse transitional strategy Within,Clothing,Clothing_1,BrandE,401.05,240.63,1.73,2023-12-09,Discontinued
PROD_000321,Enhanced high-level migration Door,Toys,Toys_3,BrandC,372.43,223.46,7.28,2021-01-15,Active
PROD_000322,Exclusive client-driven encoding Street,Electronics,Electronics_3,BrandE,227.92,136.75,2.13,2022-11-27,Active
PROD_000323,Multi-lateral neutral orchestration Home,Home & Garden,Home & Garden_5,BrandG,229.93,137.96,10.3,2022-10-09,Active
PROD_000324,Reactive clear-thinking pricing structure Usually,Electronics,Electronics_1,BrandB,183.42,110.05,11.98,2020-11-12,Active
PROD_000325,Integrated hybrid structure Serve,Toys,Toys_4,BrandA,153.01,91.8,15.61,2022-10-30,Discontinued
PROD_000326,Open-source zero administration installation Than,Home & Garden,Home & Garden_3,BrandG,93.06,55.83,6.09,2023-04-24,Active
PROD_000327,De-engineered foreground project Back,Home & Garden,Home & Garden_3,BrandB,91.93,55.16,8.48,2022-09-08,Active
PROD_000328,Synergized multi-state hardware Career,Clothing,Clothing_2,BrandF,133.33,80.0,14.45,2024-10-29,Active
PROD_000329,Vision-oriented neutral productivity People,Sports,Sports_3,BrandH,62.42,37.45,0.23,2021-05-06,Active
PROD_000330,De-engineered intermediate middleware Whether,Beauty,Beauty_3,BrandG,404.0,242.4,8.86,2024-10-11,Active
PROD_000331,Decentralized multi-state collaboration Fly,Home & Garden,Home & Garden_2,BrandE,167.13,100.28,9.63,2021-04-04,Discontinued
PROD_000332,Inverse tertiary definition Half,Toys,Toys_4,BrandF,152.81,91.69,19.36,2025-03-05,Discontinued
PROD_000333,Programmable executive artificial intelligence Enough,Beauty,Beauty_4,BrandG,147.35,88.41,7.36,2021-06-01,Discontinued
PROD_000334,Reactive even-keeled capacity Process,Home & Garden,Home & Garden_4,BrandA,476.97,286.18,18.87,2021-12-13,Discontinued
PROD_000335,Public-key background middleware Put,Automotive,Automotive_1,BrandE,417.33,250.4,16.4,2021-04-12,Active
PROD_000336,Reduced coherent concept Reason,Automotive,Automotive_2,BrandC,320.33,192.2,5.13,2023-07-23,Discontinued
PROD_000337,Robust global open system Analysis,Toys,Toys_5,BrandG,46.24,27.75,9.64,2024-07-24,Active
PROD_000338,Assimilated attitude-oriented analyzer Put,Toys,Toys_3,BrandA,397.45,238.47,14.06,2024-04-16,Active
PROD_000339,Fundamental solution-oriented database Speak,Clothing,Clothing_3,BrandD,332.22,199.33,3.41,2023-04-19,Active
PROD_000340,Secured scalable algorithm Modern,Toys,Toys_4,BrandF,483.2,289.92,2.21,2024-11-18,Active
PROD_000341,Quality-focused explicit project Five,Books,Books_5,BrandD,260.23,156.14,11.2,2022-11-07,Discontinued
PROD_000342,Synergized impactful framework Long,Automotive,Automotive_5,BrandF,201.66,120.99,13.84,2020-10-19,Discontinued
PROD_000343,Centralized cohesive intranet Just,Beauty,Beauty_3,BrandA,246.56,147.93,8.38,2022-11-09,Active
PROD_000344,Expanded global portal Charge,Clothing,Clothing_3,BrandC,180.68,108.41,9.16,2021-12-31,Discontinued
PROD_000345,Universal foreground superstructure Traditional,Automotive,Automotive_4,BrandF,243.32,145.99,14.47,2022-02-28,Active
PROD_000346,Open-architected clear-thinking task-force Hospital,Beauty,Beauty_1,BrandB,157.13,94.28,0.55,2023-01-04,Active
PROD_000347,Customer-focused foreground encoding Man,Clothing,Clothing_2,BrandC,465.66,279.4,10.37,2021-01-17,Discontinued
PROD_000348,Organized dynamic circuit Bill,Beauty,Beauty_2,BrandG,479.65,287.79,15.98,2020-09-08,Discontinued
PROD_000349,Networked reciprocal instruction set Energy,Home & Garden,Home & Garden_5,BrandG,203.84,122.3,17.67,2025-04-01,Active
PROD_000350,Diverse fresh-thinking orchestration Set,Toys,Toys_2,BrandG,12.18,7.31,4.2,2021-12-31,Active
PROD_000351,Virtual cohesive methodology Myself,Clothing,Clothing_2,BrandC,189.24,113.54,9.21,2022-10-08,Active
PROD_000352,Integrated modular adapter Believe,Automotive,Automotive_5,BrandF,302.52,181.51,7.91,2025-02-28,Active
PROD_000353,Profit-focused logistical encoding Dinner,Beauty,Beauty_5,BrandF,424.3,254.58,3.53,2023-05-09,Active
PROD_000354,Business-focused actuating forecast Miss,Clothing,Clothing_2,BrandC,163.46,98.08,6.18,2023-06-04,Discontinued
PROD_000355,Streamlined systematic leverage Feeling,Beauty,Beauty_4,BrandC,260.3,156.18,11.97,2023-02-13,Active
PROD_000356,Customer-focused intermediate challenge Us,Toys,Toys_5,BrandC,248.47,149.08,13.9,2021-10-04,Discontinued
PROD_000357,Multi-lateral well-modulated initiative History,Home & Garden,Home & Garden_2,BrandH,151.53,90.92,6.36,2020-08-29,Active
PROD_000358,Business-focused non-volatile open architecture Day,Electronics,Electronics_4,BrandF,476.4,285.84,2.82,2022-04-01,Active
PROD_000359,Horizontal asynchronous info-mediaries Mother,Automotive,Automotive_4,BrandG,345.5,207.3,14.23,2022-09-08,Active
PROD_000360,Reactive even-keeled process improvement Response,Automotive,Automotive_1,BrandC,50.51,30.31,15.94,2023-06-29,Discontinued
PROD_000361,De-engineered bandwidth-monitored infrastructure Hour,Books,Books_5,BrandA,144.68,86.81,5.84,2024-05-30,Active
PROD_000362,Mandatory next generation hierarchy Someone,Automotive,Automotive_3,BrandB,290.63,174.38,15.52,2021-02-26,Active
PROD_000363,Robust multimedia initiative Month,Electronics,Electronics_4,BrandH,277.71,166.63,2.14,2020-08-20,Discontinued
PROD_000364,Automated client-driven structure Goal,Books,Books_3,BrandA,230.37,138.22,17.26,2024-06-15,Active
PROD_000365,Programmable logistical collaboration Police,Automotive,Automotive_2,BrandB,390.06,234.04,4.28,2024-11-25,Active
PROD_000366,Devolved fresh-thinking pricing structure From,Toys,Toys_2,BrandC,311.91,187.15,16.29,2021-03-31,Active
PROD_000367,Seamless user-facing framework Personal,Beauty,Beauty_2,BrandE,302.46,181.48,6.54,2022-02-12,Active
PROD_000368,Profound national matrix Section,Books,Books_5,BrandE,476.67,286.0,19.71,2023-04-02,Active
PROD_000369,Phased 3rdgeneration hub Glass,Home & Garden,Home & Garden_3,BrandG,460.2,276.12,17.35,2023-10-22,Discontinued
PROD_000370,Operative optimal function Style,Home & Garden,Home & Garden_3,BrandD,81.66,49.0,16.59,2024-12-06,Active
PROD_000371,Team-oriented responsive algorithm Picture,Automotive,Automotive_3,BrandC,292.94,175.76,12.59,2022-10-23,Active
PROD_000372,Streamlined zero tolerance time-frame Particular,Automotive,Automotive_1,BrandB,320.48,192.29,8.12,2023-04-29,Active
PROD_000373,Up-sized actuating paradigm Media,Beauty,Beauty_3,BrandH,475.62,285.37,11.68,2021-04-15,Active
PROD_000374,Self-enabling uniform process improvement Stage,Automotive,Automotive_5,BrandF,426.55,255.93,8.01,2024-08-22,Active
PROD_000375,Digitized systemic encryption Almost,Sports,Sports_3,BrandH,141.58,84.95,6.82,2023-04-20,Discontinued
PROD_000376,Total bifurcated core After,Automotive,Automotive_1,BrandF,448.14,268.88,1.01,2022-08-22,Active
PROD_000377,Operative coherent installation Rock,Electronics,Electronics_2,BrandB,465.42,279.25,8.88,2021-06-15,Active
PROD_000378,Profit-focused zero-defect pricing structure Wife,Toys,Toys_2,BrandD,497.89,298.73,17.65,2022-10-17,Active
PROD_000379,User-centric upward-trending approach Season,Home & Garden,Home & Garden_3,BrandE,55.74,33.44,5.08,2021-02-15,Active
PROD_000380,Expanded next generation Graphic Interface Recognize,Home & Garden,Home & Garden_3,BrandA,204.21,122.52,14.55,2022-10-29,Discontinued
PROD_000381,Multi-tiered foreground conglomeration Machine,Toys,Toys_1,BrandB,354.81,212.89,4.35,2024-12-30,Active
PROD_000382,Mandatory needs-based help-desk Require,Home & Garden,Home & Garden_4,BrandD,264.53,158.72,0.28,2024-04-18,Active
PROD_000383,Up-sized systemic project Suggest,Clothing,Clothing_4,BrandG,350.08,210.05,1.51,2023-11-26,Active
PROD_000384,Seamless mission-critical core Employee,Clothing,Clothing_3,BrandB,60.57,36.34,17.63,2021-10-30,Discontinued
PROD_000385,Innovative directional framework Spend,Toys,Toys_2,BrandC,324.37,194.62,1.46,2021-11-18,Active
PROD_000386,Expanded system-worthy strategy Middle,Home & Garden,Home & Garden_2,BrandH,182.08,109.25,12.6,2022-01-08,Discontinued
PROD_000387,Monitored next generation utilization Set,Toys,Toys_1,BrandH,431.38,258.83,17.94,2021-10-20,Discontinued
PROD_000388,Decentralized object-oriented service-desk Of,Clothing,Clothing_4,BrandG,182.25,109.35,6.36,2022-05-02,Discontinued
PROD_000389,Object-based grid-enabled throughput Summer,Sports,Sports_2,BrandE,325.86,195.52,11.11,2021-03-02,Active
PROD_000390,Balanced executive structure Bar,Electronics,Electronics_5,BrandE,110.67,66.4,10.24,2022-03-02,Active
PROD_000391,Organic solution-oriented extranet Small,Books,Books_2,BrandA,394.06,236.44,9.95,2022-10-31,Active
PROD_000392,Exclusive national flexibility Worker,Sports,Sports_1,BrandH,322.66,193.6,10.61,2023-03-31,Active
PROD_000393,Future-proofed client-driven benchmark Power,Beauty,Beauty_5,BrandF,74.67,44.8,8.48,2024-02-21,Discontinued
PROD_000394,Front-line dynamic application Relationship,Automotive,Automotive_1,BrandB,18.18,10.91,0.37,2024-12-17,Discontinued
PROD_000395,Face-to-face scalable emulation Area,Electronics,Electronics_4,BrandA,474.85,284.91,10.18,2020-12-08,Active
PROD_000396,Managed transitional leverage Black,Toys,Toys_5,BrandG,50.39,30.23,10.8,2023-11-04,Discontinued
PROD_000397,Devolved 24hour neural-net Woman,Books,Books_5,BrandB,161.85,97.11,18.43,2021-03-23,Discontinued
PROD_000398,Streamlined methodical matrices Rather,Beauty,Beauty_1,BrandG,297.35,178.41,6.27,2021-06-07,Active
PROD_000399,Horizontal fresh-thinking forecast Race,Sports,Sports_4,BrandA,129.8,77.88,2.41,2020-09-24,Active
PROD_000400,Visionary background projection Painting,Books,Books_2,BrandC,68.53,41.12,14.06,2021-08-06,Discontinued
PROD_000401,User-centric uniform alliance White,Automotive,Automotive_3,BrandF,266.27,159.76,3.42,2025-01-16,Discontinued
PROD_000402,Operative context-sensitive alliance Think,Books,Books_1,BrandB,388.0,232.8,6.77,2022-06-03,Active
PROD_000403,Proactive contextually-based synergy Turn,Books,Books_5,BrandB,138.85,83.31,12.59,2025-01-24,Active
PROD_000404,Automated 24/7 framework Out,Automotive,Automotive_5,BrandF,37.17,22.3,3.42,2023-06-14,Discontinued
PROD_000405,Managed executive knowledgebase Put,Books,Books_1,BrandB,448.19,268.91,4.65,2023-02-25,Active
PROD_000406,Proactive client-driven middleware Management,Electronics,Electronics_4,BrandA,129.83,77.9,7.34,2021-10-19,Discontinued
PROD_000407,Customizable full-range complexity Side,Home & Garden,Home & Garden_4,BrandA,280.9,168.54,4.57,2022-09-24,Discontinued
PROD_000408,Function-based transitional contingency Address,Toys,Toys_1,BrandF,142.92,85.75,11.47,2024-02-13,Active
PROD_000409,Implemented non-volatile service-desk Sometimes,Electronics,Electronics_5,BrandC,119.36,71.62,19.63,2021-05-26,Active
PROD_000410,Seamless scalable initiative The,Clothing,Clothing_3,BrandH,434.36,260.61,6.61,2022-07-29,Active
PROD_000411,Inverse background initiative Relationship,Electronics,Electronics_5,BrandF,108.33,65.0,15.71,2020-11-29,Discontinued
PROD_000412,Devolved mission-critical Graphic Interface Would,Automotive,Automotive_4,BrandF,299.93,179.96,19.96,2021-09-04,Discontinued
PROD_000413,Fundamental human-resource encoding Likely,Sports,Sports_4,BrandC,13.13,7.88,0.58,2024-03-16,Active
PROD_000414,Managed exuding paradigm Several,Electronics,Electronics_4,BrandF,10.72,6.43,17.0,2023-04-20,Active
PROD_000415,Fundamental solution-oriented hierarchy Room,Clothing,Clothing_2,BrandD,269.61,161.77,8.45,2021-08-13,Active
PROD_000416,Synchronized bottom-line Local Area Network Food,Home & Garden,Home & Garden_2,BrandE,55.58,33.35,17.96,2021-03-26,Active
PROD_000417,Synergized motivating strategy Speech,Beauty,Beauty_1,BrandH,487.53,292.52,11.66,2021-12-28,Discontinued
PROD_000418,Decentralized scalable frame Hold,Toys,Toys_1,BrandB,300.03,180.02,8.76,2023-07-05,Discontinued
PROD_000419,Face-to-face client-driven matrices Claim,Sports,Sports_3,BrandE,137.89,82.73,18.53,2022-09-17,Active
PROD_000420,Robust holistic instruction set Science,Beauty,Beauty_2,BrandF,231.85,139.11,1.59,2023-03-08,Discontinued
PROD_000421,Phased web-enabled monitoring Suffer,Home & Garden,Home & Garden_2,BrandB,86.15,51.69,9.05,2023-10-04,Active
PROD_000422,Extended well-modulated encryption Response,Toys,Toys_2,BrandB,272.6,163.56,9.09,2024-03-17,Active
PROD_000423,Configurable multi-tasking knowledge user News,Books,Books_3,BrandB,54.31,32.58,16.55,2023-12-15,Active
PROD_000424,Compatible non-volatile budgetary management Assume,Sports,Sports_2,BrandF,82.68,49.61,19.37,2024-07-31,Active
PROD_000425,Profit-focused dedicated orchestration Not,Electronics,Electronics_2,BrandE,137.48,82.49,0.72,2021-03-08,Active
PROD_000426,Inverse multi-state intranet But,Automotive,Automotive_1,BrandD,56.42,33.85,16.1,2023-11-02,Discontinued
PROD_000427,Universal optimal matrix Benefit,Clothing,Clothing_2,BrandA,40.22,24.13,2.7,2024-12-06,Active
PROD_000428,Organized analyzing knowledgebase Cause,Beauty,Beauty_3,BrandB,295.34,177.2,18.36,2023-01-01,Active
PROD_000429,Persevering non-volatile approach Operation,Electronics,Electronics_4,BrandB,106.9,64.14,16.21,2022-09-30,Active
PROD_000430,Integrated uniform adapter Individual,Beauty,Beauty_4,BrandB,30.92,18.55,1.11,2021-09-15,Active
PROD_000431,Adaptive value-added data-warehouse Particular,Toys,Toys_4,BrandH,24.45,14.67,3.54,2020-10-19,Discontinued
PROD_000432,Optimized grid-enabled standardization Attack,Home & Garden,Home & Garden_2,BrandE,147.13,88.28,0.79,2023-02-21,Discontinued
PROD_000433,Centralized asymmetric leverage Almost,Books,Books_5,BrandH,211.88,127.13,9.63,2021-11-14,Active
PROD_000434,Enterprise-wide zero administration challenge Space,Books,Books_2,BrandG,77.25,46.35,12.89,2023-08-24,Discontinued
PROD_000435,Upgradable secondary instruction set House,Electronics,Electronics_3,BrandG,393.14,235.88,9.65,2025-05-26,Active
PROD_000436,Multi-tiered local implementation How,Beauty,Beauty_2,BrandF,200.31,120.18,0.62,2020-11-01,Discontinued
PROD_000437,Switchable needs-based challenge Ready,Electronics,Electronics_4,BrandE,38.71,23.23,10.64,2024-09-26,Discontinued
PROD_000438,Decentralized context-sensitive monitoring Increase,Home & Garden,Home & Garden_2,BrandB,131.45,78.87,5.4,2023-01-30,Active
PROD_000439,Upgradable directional ability Something,Sports,Sports_2,BrandG,183.85,110.31,3.6,2020-07-19,Active
PROD_000440,Innovative maximized service-desk Serve,Beauty,Beauty_3,BrandA,354.69,212.82,18.96,2023-02-27,Discontinued
PROD_000441,Public-key homogeneous emulation End,Sports,Sports_2,BrandH,275.64,165.38,9.86,2022-09-27,Active
PROD_000442,Distributed even-keeled core Write,Electronics,Electronics_1,BrandD,304.81,182.89,10.58,2024-10-24,Active
PROD_000443,Virtual bifurcated alliance Table,Beauty,Beauty_3,BrandD,405.16,243.09,14.37,2023-09-27,Active
PROD_000444,Seamless zero administration adapter Effect,Electronics,Electronics_2,BrandA,82.38,49.43,15.51,2021-06-19,Active
PROD_000445,Cross-platform radical alliance Likely,Clothing,Clothing_4,BrandF,355.22,213.13,11.76,2023-06-05,Active
PROD_000446,Triple-buffered actuating encryption Sit,Books,Books_2,BrandF,76.86,46.12,14.67,2020-08-27,Active
PROD_000447,Organic discrete moratorium Director,Automotive,Automotive_5,BrandF,95.36,57.22,13.9,2024-03-17,Active
PROD_000448,Vision-oriented analyzing challenge Most,Sports,Sports_3,BrandC,195.41,117.24,2.63,2025-05-28,Active
PROD_000449,Focused upward-trending orchestration From,Toys,Toys_3,BrandA,99.22,59.53,18.43,2023-04-29,Discontinued
PROD_000450,Visionary systematic Graphic Interface Economic,Clothing,Clothing_1,BrandH,78.92,47.35,4.84,2021-12-11,Active
PROD_000451,Digitized stable model Do,Home & Garden,Home & Garden_3,BrandB,412.61,247.57,8.99,2022-07-03,Active
PROD_000452,Grass-roots analyzing open architecture Perhaps,Sports,Sports_3,BrandD,349.66,209.79,5.21,2024-11-01,Active
